transcript_id	blastx_id	blastx_full	Higher_expression
TRINITY_DN544_c0_g1_i12	DNJA6_ARATH	Chaperone protein dnaJ A6, chloroplastic {ECO:0000305}	
TRINITY_DN541_c0_g1_i1	MIFH_TRITR	Macrophage migration inhibitory factor homolog	
TRINITY_DN541_c0_g1_i3	MIFH_TRITR	Macrophage migration inhibitory factor homolog	
TRINITY_DN541_c0_g1_i5	MIFH_TRITR	Macrophage migration inhibitory factor homolog	
TRINITY_DN560_c0_g2_i2	SCAM4_ARATH	Secretory carrier-associated membrane protein 4	
TRINITY_DN570_c0_g1_i2	Y575_SYNY3	Thylakoid membrane protein slr0575	6A
TRINITY_DN558_c0_g1_i6	.	.	
TRINITY_DN538_c2_g1_i10	S35F1_HUMAN	Solute carrier family 35 member F1	
TRINITY_DN538_c2_g1_i4	S35F1_HUMAN	Solute carrier family 35 member F1	
TRINITY_DN538_c2_g1_i7	S35F1_HUMAN	Solute carrier family 35 member F1	
TRINITY_DN538_c3_g1_i1	EFTS_RICCO	Elongation factor Ts, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03135}	
TRINITY_DN538_c3_g1_i2	EFTS_RICCO	Elongation factor Ts, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03135}	
TRINITY_DN538_c3_g2_i1	.	.	
TRINITY_DN592_c0_g1_i1	.	.	6A
TRINITY_DN592_c0_g1_i2	.	.	6A
TRINITY_DN592_c0_g1_i3	.	.	
TRINITY_DN592_c0_g1_i4	.	.	
TRINITY_DN592_c0_g1_i6	.	.	
TRINITY_DN592_c1_g1_i10	MTND1_VITVI	Acireductone dioxygenase 1 {ECO:0000255|HAMAP-Rule:MF_03154}	
TRINITY_DN592_c1_g1_i4	MTND1_VITVI	Acireductone dioxygenase 1 {ECO:0000255|HAMAP-Rule:MF_03154}	
TRINITY_DN592_c1_g1_i9	MTND1_VITVI	Acireductone dioxygenase 1 {ECO:0000255|HAMAP-Rule:MF_03154}	
TRINITY_DN546_c0_g2_i5	PLSB_CUCSA	Glycerol-3-phosphate acyltransferase, chloroplastic	
TRINITY_DN546_c1_g1_i18	RNG1A_ARATH	Putative E3 ubiquitin-protein ligase RING1a	
TRINITY_DN546_c1_g1_i36	RNG1A_ARATH	Putative E3 ubiquitin-protein ligase RING1a	
TRINITY_DN546_c5_g1_i23	RNG1A_ARATH	Putative E3 ubiquitin-protein ligase RING1a	
TRINITY_DN546_c15_g1_i3	ASP36_ARATH	Aspartic proteinase 36 {ECO:0000303|PubMed:27872247}	
TRINITY_DN546_c15_g1_i4	ASP36_ARATH	Aspartic proteinase 36 {ECO:0000303|PubMed:27872247}	
TRINITY_DN546_c15_g1_i5	ASP36_ARATH	Aspartic proteinase 36 {ECO:0000303|PubMed:27872247}	
TRINITY_DN514_c0_g1_i16	LUH_ARATH	Transcriptional corepressor LEUNIG_HOMOLOG	
TRINITY_DN549_c0_g1_i1	LPPD_ARATH	Lipid phosphate phosphatase delta	
TRINITY_DN549_c0_g1_i14	LPPD_ARATH	Lipid phosphate phosphatase delta	
TRINITY_DN549_c0_g1_i19	LPPD_ARATH	Lipid phosphate phosphatase delta	
TRINITY_DN510_c0_g2_i5	CESA1_ARATH	Cellulose synthase A catalytic subunit 1 [UDP-forming]	
TRINITY_DN510_c0_g2_i7	CESA1_ORYSJ	Probable cellulose synthase A catalytic subunit 1 [UDP-forming]	
TRINITY_DN510_c0_g3_i3	CESA1_ARATH	Cellulose synthase A catalytic subunit 1 [UDP-forming]	
TRINITY_DN510_c0_g4_i1	CESA1_ARATH	Cellulose synthase A catalytic subunit 1 [UDP-forming]	
TRINITY_DN510_c0_g5_i1	CESA1_ORYSJ	Probable cellulose synthase A catalytic subunit 1 [UDP-forming]	
TRINITY_DN510_c1_g2_i1	CSLD3_ARATH	Cellulose synthase-like protein D3	
TRINITY_DN529_c0_g1_i20	.	.	
TRINITY_DN579_c0_g1_i15	PP361_ARATH	Pentatricopeptide repeat-containing protein At5g02830, chloroplastic	
TRINITY_DN579_c0_g1_i18	PP361_ARATH	Pentatricopeptide repeat-containing protein At5g02830, chloroplastic	
TRINITY_DN579_c0_g1_i24	PP361_ARATH	Pentatricopeptide repeat-containing protein At5g02830, chloroplastic	
TRINITY_DN579_c0_g1_i6	PP361_ARATH	Pentatricopeptide repeat-containing protein At5g02830, chloroplastic	6A
TRINITY_DN561_c0_g1_i7	INO80_ARATH	Chromatin-remodeling ATPase INO80 {ECO:0000305}	
TRINITY_DN571_c0_g1_i3	.	.	
TRINITY_DN571_c2_g1_i1	HDHD3_XENLA	Haloacid dehalogenase-like hydrolase domain-containing protein 3	
TRINITY_DN522_c0_g1_i16	HDA15_ARATH	Histone deacetylase 15 {ECO:0000303|PubMed:12466527}	
TRINITY_DN503_c0_g1_i16	PTH2_BOVIN	Peptidyl-tRNA hydrolase 2, mitochondrial	
TRINITY_DN516_c0_g1_i10	MHX_ARATH	Magnesium/proton exchanger	
TRINITY_DN516_c0_g1_i16	PHR2_ARATH	Blue-light photoreceptor PHR2	
TRINITY_DN516_c0_g1_i5	PHR2_ARATH	Blue-light photoreceptor PHR2	
TRINITY_DN531_c0_g1_i6	AMPD_ARATH	AMP deaminase {ECO:0000303|PubMed:15918887}	
TRINITY_DN573_c0_g1_i6	GLO2D_ARATH	Probable hydroxyacylglutathione hydrolase 2, chloroplastic	
TRINITY_DN567_c0_g1_i16	Y5659_ARATH	Probable inactive receptor kinase At5g16590	
TRINITY_DN567_c0_g1_i5	Y1848_ARATH	Probable inactive receptor kinase At1g48480	
TRINITY_DN567_c0_g1_i9	Y1848_ARATH	Probable inactive receptor kinase At1g48480	
TRINITY_DN578_c1_g1_i2	RBX1A_ARATH	RING-box protein 1a	
TRINITY_DN506_c0_g1_i10	PIR_ARATH	Protein PIR	
TRINITY_DN506_c0_g1_i2	.	.	6A
TRINITY_DN506_c0_g1_i21	PIR_ARATH	Protein PIR	
TRINITY_DN575_c0_g1_i18	.	.	
TRINITY_DN575_c0_g1_i2	.	.	6W
TRINITY_DN575_c0_g1_i33	YDFG_SALTY	NADP-dependent 3-hydroxy acid dehydrogenase YdfG {ECO:0000250|UniProtKB:P39831}	
TRINITY_DN575_c0_g1_i4	SRLD_ECOLI	Sorbitol-6-phosphate 2-dehydrogenase	
TRINITY_DN521_c0_g1_i11	CAO_ARATH	Chlorophyllide a oxygenase, chloroplastic	
TRINITY_DN521_c0_g1_i13	CAO_ARATH	Chlorophyllide a oxygenase, chloroplastic	6A
TRINITY_DN521_c0_g1_i24	CAO_ARATH	Chlorophyllide a oxygenase, chloroplastic	
TRINITY_DN521_c0_g1_i3	CAO_ARATH	Chlorophyllide a oxygenase, chloroplastic	6A
TRINITY_DN521_c0_g1_i4	CAO_ARATH	Chlorophyllide a oxygenase, chloroplastic	
TRINITY_DN521_c0_g1_i8	CAO_ARATH	Chlorophyllide a oxygenase, chloroplastic	
TRINITY_DN504_c0_g1_i10	D6KL2_ARATH	Serine/threonine-protein kinase D6PKL2	
TRINITY_DN504_c0_g1_i2	.	.	6A
TRINITY_DN504_c0_g1_i4	D6KL2_ARATH	Serine/threonine-protein kinase D6PKL2	
TRINITY_DN504_c0_g1_i7	D6KL2_ARATH	Serine/threonine-protein kinase D6PKL2	
TRINITY_DN574_c0_g1_i1	RIR2_TOBAC	Ribonucleoside-diphosphate reductase small chain	
TRINITY_DN574_c0_g2_i1	RIR2_TOBAC	Ribonucleoside-diphosphate reductase small chain	
TRINITY_DN574_c0_g2_i2	RIR2_TOBAC	Ribonucleoside-diphosphate reductase small chain	
TRINITY_DN508_c0_g1_i16	ATCA1_ARATH	Alpha carbonic anhydrase 1, chloroplastic	
TRINITY_DN508_c0_g1_i20	MYB4_CROXC	Transcription factor MYB4 {ECO:0000305}	
TRINITY_DN508_c0_g1_i23	ATCA1_ARATH	Alpha carbonic anhydrase 1, chloroplastic	
TRINITY_DN508_c0_g1_i26	MYB4_CROXC	Transcription factor MYB4 {ECO:0000305}	
TRINITY_DN508_c0_g1_i33	ATCA1_ARATH	Alpha carbonic anhydrase 1, chloroplastic	
TRINITY_DN508_c0_g1_i35	MYB4_CROXC	Transcription factor MYB4 {ECO:0000305}	
TRINITY_DN508_c0_g1_i4	ATCA1_ARATH	Alpha carbonic anhydrase 1, chloroplastic	6A
TRINITY_DN556_c0_g1_i1	.	.	6W
TRINITY_DN543_c1_g1_i6	APSR1_ARATH	Protein ALTERED PHOSPHATE STARVATION RESPONSE 1 {ECO:0000303|PubMed:23498857}	
TRINITY_DN543_c2_g1_i1	PDP3_ARATH	PWWP domain-containing protein 3 {ECO:0000303|PubMed:29314758}	
TRINITY_DN551_c0_g1_i2	MPK19_ARATH	Mitogen-activated protein kinase 19	6A
TRINITY_DN551_c0_g1_i5	MPK19_ARATH	Mitogen-activated protein kinase 19	6A
TRINITY_DN539_c0_g1_i33	.	.	
TRINITY_DN519_c0_g1_i1	SPA3_ARATH	Protein SPA1-RELATED 3	6A
TRINITY_DN519_c0_g1_i5	SPA3_ARATH	Protein SPA1-RELATED 3	
TRINITY_DN595_c0_g1_i10	MTHR2_ARATH	Methylenetetrahydrofolate reductase 2	
TRINITY_DN595_c0_g1_i11	MTHR_ORYSJ	Probable methylenetetrahydrofolate reductase	
TRINITY_DN595_c0_g1_i20	MTHR2_ARATH	Methylenetetrahydrofolate reductase 2	
TRINITY_DN595_c0_g1_i6	MTHR2_ARATH	Methylenetetrahydrofolate reductase 2	6A
TRINITY_DN595_c0_g1_i8	MTHR2_ARATH	Methylenetetrahydrofolate reductase 2	
TRINITY_DN591_c0_g1_i11	HSP72_SOLLC	Heat shock cognate 70 kDa protein 2	
TRINITY_DN591_c0_g1_i14	HS701_ARATH	Heat shock 70 kDa protein 1 {ECO:0000303|PubMed:11599561}	
TRINITY_DN591_c0_g1_i5	HSP72_SOLLC	Heat shock cognate 70 kDa protein 2	
TRINITY_DN591_c4_g2_i1	HS704_ARATH	Heat shock 70 kDa protein 4 {ECO:0000303|PubMed:11599561}	
TRINITY_DN530_c0_g1_i10	OHP1_ARATH	Light-harvesting complex-like protein OHP1, chloroplastic {ECO:0000305}	
TRINITY_DN530_c0_g1_i9	OHP1_ARATH	Light-harvesting complex-like protein OHP1, chloroplastic {ECO:0000305}	
TRINITY_DN512_c0_g1_i7	DAR1_ARATH	Protein DA1-related 1 {ECO:0000303|PubMed:18483219}	
TRINITY_DN512_c0_g1_i8	DAR1_ARATH	Protein DA1-related 1 {ECO:0000303|PubMed:18483219}	
TRINITY_DN569_c0_g1_i10	.	.	
TRINITY_DN569_c0_g1_i12	.	.	
TRINITY_DN569_c0_g1_i14	.	.	
TRINITY_DN569_c0_g1_i15	.	.	
TRINITY_DN569_c0_g1_i17	.	.	
TRINITY_DN569_c0_g1_i4	Y1465_ARATH	Late embryogenesis abundant protein At1g64065 {ECO:0000305}	
TRINITY_DN569_c0_g1_i6	Y1465_ARATH	Late embryogenesis abundant protein At1g64065 {ECO:0000305}	
TRINITY_DN569_c0_g2_i1	Y1465_ARATH	Late embryogenesis abundant protein At1g64065 {ECO:0000305}	
TRINITY_DN569_c0_g2_i2	Y1465_ARATH	Late embryogenesis abundant protein At1g64065 {ECO:0000305}	
TRINITY_DN569_c0_g2_i5	Y1465_ARATH	Late embryogenesis abundant protein At1g64065 {ECO:0000305}	
TRINITY_DN569_c0_g2_i9	Y1465_ARATH	Late embryogenesis abundant protein At1g64065 {ECO:0000305}	
TRINITY_DN569_c1_g1_i2	TIP11_ARATH	Aquaporin TIP1-1	
TRINITY_DN569_c1_g1_i4	TIP11_ARATH	Aquaporin TIP1-1	
TRINITY_DN569_c1_g1_i5	TIP11_ARATH	Aquaporin TIP1-1	
TRINITY_DN569_c1_g1_i6	TIP11_ARATH	Aquaporin TIP1-1	
TRINITY_DN569_c2_g1_i1	TIP13_ARATH	Aquaporin TIP1-3	
TRINITY_DN569_c2_g1_i2	TIP13_ARATH	Aquaporin TIP1-3	
TRINITY_DN569_c2_g1_i3	TIP13_ARATH	Aquaporin TIP1-3	
TRINITY_DN599_c0_g1_i29	SCAM3_ARATH	Secretory carrier-associated membrane protein 3	
TRINITY_DN599_c0_g1_i4	SCAM1_ORYSJ	Secretory carrier-associated membrane protein 1	
TRINITY_DN509_c0_g1_i7	RU17_ARATH	U1 small nuclear ribonucleoprotein 70 kDa	
TRINITY_DN580_c0_g1_i12	NPY5_ARATH	BTB/POZ domain-containing protein NPY5	
TRINITY_DN580_c0_g1_i14	NPY5_ARATH	BTB/POZ domain-containing protein NPY5	
TRINITY_DN580_c0_g1_i20	NPY5_ARATH	BTB/POZ domain-containing protein NPY5	
TRINITY_DN559_c0_g1_i14	.	.	
TRINITY_DN547_c0_g1_i1	EFGC2_SOYBN	Elongation factor G-2, chloroplastic	6A
TRINITY_DN547_c0_g1_i11	EFGC2_SOYBN	Elongation factor G-2, chloroplastic	
TRINITY_DN547_c0_g1_i7	EFGC2_SOYBN	Elongation factor G-2, chloroplastic	
TRINITY_DN515_c0_g1_i3	PLP7_ARATH	Patatin-like protein 7	
TRINITY_DN515_c0_g1_i4	PLP7_ARATH	Patatin-like protein 7	
TRINITY_DN515_c0_g1_i6	PLP7_ARATH	Patatin-like protein 7	
TRINITY_DN515_c1_g1_i10	WRK44_ARATH	WRKY transcription factor 44	
TRINITY_DN515_c1_g1_i13	WRK44_ARATH	WRKY transcription factor 44	
TRINITY_DN515_c1_g1_i5	WRK44_ARATH	WRKY transcription factor 44	
TRINITY_DN515_c1_g1_i8	WRK44_ARATH	WRKY transcription factor 44	
TRINITY_DN532_c0_g1_i3	RPT2_ARATH	Root phototropism protein 2	
TRINITY_DN563_c0_g1_i5	D14_ARATH	Strigolactone esterase D14 {ECO:0000303|PubMed:25425668}	
TRINITY_DN563_c0_g1_i6	FBK28_ARATH	F-box/kelch-repeat protein At1g67480	
TRINITY_DN43015_c0_g1_i2	RL10_PINTA	60S ribosomal protein L10	
TRINITY_DN43015_c0_g1_i9	RL10_SOLME	60S ribosomal protein L10	
TRINITY_DN43033_c1_g1_i1	.	.	
TRINITY_DN43019_c0_g1_i3	Y5343_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At1g53430	
TRINITY_DN79054_c0_g1_i1	HEBP2_HUMAN	Heme-binding protein 2	
TRINITY_DN79073_c0_g1_i2	.	.	
TRINITY_DN79072_c0_g1_i1	FKB12_VICFA	Peptidyl-prolyl cis-trans isomerase FKBP12	
TRINITY_DN34875_c0_g3_i2	.	.	
TRINITY_DN34883_c0_g1_i2	CUT1A_ARATH	Protein CURVATURE THYLAKOID 1A, chloroplastic	
TRINITY_DN34841_c0_g1_i1	TCP4_ARATH	Transcription factor TCP4	6A
TRINITY_DN34881_c0_g1_i1	.	.	
TRINITY_DN34881_c0_g1_i7	.	.	
TRINITY_DN34881_c0_g1_i9	.	.	
TRINITY_DN34901_c0_g1_i2	.	.	
TRINITY_DN34932_c0_g2_i1	LRKS5_ARATH	Probable L-type lectin-domain containing receptor kinase S.5	
TRINITY_DN34932_c0_g2_i2	LRKS5_ARATH	Probable L-type lectin-domain containing receptor kinase S.5	
TRINITY_DN34897_c0_g1_i1	KN14E_ORYSJ	Kinesin-like protein KIN-14E {ECO:0000305}	
TRINITY_DN34878_c0_g1_i1	PDI11_ORYSJ	Protein disulfide isomerase-like 1-1	
TRINITY_DN34880_c0_g1_i2	CB121_HORVU	Chlorophyll a-b binding protein 1B-21, chloroplastic	
TRINITY_DN34853_c0_g1_i1	NDH_DICDI	Probable NADH dehydrogenase	
TRINITY_DN52948_c0_g1_i1	.	.	
TRINITY_DN52996_c0_g1_i1	.	.	
TRINITY_DN52952_c0_g1_i1	.	.	
TRINITY_DN53034_c0_g2_i1	B3GTA_ARATH	Hydroxyproline O-galactosyltransferase HPGT2 {ECO:0000303|PubMed:25600942}	
TRINITY_DN77248_c0_g1_i1	.	.	
TRINITY_DN77205_c0_g1_i1	HPPR_PLESU	Hydroxyphenylpyruvate reductase	
TRINITY_DN77261_c0_g1_i1	.	.	
TRINITY_DN77212_c0_g1_i1	.	.	
TRINITY_DN77208_c0_g1_i1	SDC1_ORYSJ	Serine decarboxylase 1	
TRINITY_DN77247_c0_g1_i1	PT110_ORYSJ	Probable inorganic phosphate transporter 1-10	
TRINITY_DN77189_c0_g1_i1	.	.	
TRINITY_DN77230_c0_g1_i1	ARID5_ARATH	AT-rich interactive domain-containing protein 5	
TRINITY_DN47370_c0_g1_i1	FTSZ1_ARATH	Cell division protein FtsZ homolog 1, chloroplastic {ECO:0000303|PubMed:11115884}	
TRINITY_DN47360_c0_g1_i1	.	.	
TRINITY_DN47342_c0_g1_i1	CP27A_HUMAN	Sterol 26-hydroxylase, mitochondrial {ECO:0000250|UniProtKB:P17177}	
TRINITY_DN61421_c0_g1_i1	.	.	
TRINITY_DN58463_c0_g1_i1	ZDHC9_ARATH	Probable protein S-acyltransferase 7	
TRINITY_DN73663_c0_g1_i1	MNTH_RHILO	Divalent metal cation transporter MntH {ECO:0000255|HAMAP-Rule:MF_00221}	
TRINITY_DN3026_c0_g1_i14	.	.	
TRINITY_DN3026_c0_g1_i9	.	.	
TRINITY_DN3099_c0_g1_i31	SUVH4_ARATH	Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4	
TRINITY_DN3099_c0_g1_i7	SUVH4_ARATH	Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4	
TRINITY_DN3060_c0_g2_i3	TRA1_MAIZE	Putative AC transposase	
TRINITY_DN3068_c0_g1_i12	JMJ25_ARATH	Lysine-specific demethylase JMJ25	
TRINITY_DN3068_c0_g1_i13	JMJ25_ARATH	Lysine-specific demethylase JMJ25	
TRINITY_DN3017_c0_g1_i11	.	.	
TRINITY_DN3017_c0_g1_i16	MTEFE_ARATH	Transcription termination factor MTERF15, mitochondrial {ECO:0000305}	
TRINITY_DN3079_c0_g1_i1	PSBP_PEA	Oxygen-evolving enhancer protein 2, chloroplastic	6A
TRINITY_DN3079_c0_g1_i10	PSBP_PEA	Oxygen-evolving enhancer protein 2, chloroplastic	
TRINITY_DN3079_c0_g1_i7	PSBP_CUCSA	Oxygen-evolving enhancer protein 2, chloroplastic	
TRINITY_DN3079_c0_g2_i1	SIGE_ARATH	RNA polymerase sigma factor sigE, chloroplastic/mitochondrial	
TRINITY_DN3079_c1_g1_i2	.	.	
TRINITY_DN3079_c6_g1_i1	PSBP2_TOBAC	Oxygen-evolving enhancer protein 2-2, chloroplastic	
TRINITY_DN3016_c0_g1_i8	CAPP1_SOYBN	Phosphoenolpyruvate carboxylase, housekeeping isozyme	
TRINITY_DN3016_c0_g1_i9	CAPP1_SOYBN	Phosphoenolpyruvate carboxylase, housekeeping isozyme	
TRINITY_DN3056_c0_g1_i14	TIF6B_ARATH	Protein TIFY 6B	
TRINITY_DN3056_c0_g1_i16	TIF6B_ARATH	Protein TIFY 6B	
TRINITY_DN3056_c0_g1_i21	TIF6B_ARATH	Protein TIFY 6B	
TRINITY_DN3056_c0_g1_i28	TIF6B_ARATH	Protein TIFY 6B	
TRINITY_DN3056_c0_g1_i9	TIF6B_ARATH	Protein TIFY 6B	
TRINITY_DN3033_c0_g1_i1	ZHD8_ARATH	Zinc-finger homeodomain protein 8	6A
TRINITY_DN3085_c0_g1_i2	CATA3_NICPL	Catalase isozyme 3	
TRINITY_DN3049_c0_g1_i3	MIB1_XENLA	E3 ubiquitin-protein ligase mib1	
TRINITY_DN3040_c0_g1_i2	B561O_ARATH	Cytochrome b561 and DOMON domain-containing protein At4g12980	6A
TRINITY_DN3040_c0_g1_i4	B561C_ARATH	Cytochrome b561 and DOMON domain-containing protein At3g25290	
TRINITY_DN3040_c0_g1_i7	B561C_ARATH	Cytochrome b561 and DOMON domain-containing protein At3g25290	
TRINITY_DN3040_c0_g1_i8	B561C_ARATH	Cytochrome b561 and DOMON domain-containing protein At3g25290	
TRINITY_DN3087_c0_g1_i6	IDN2_ARATH	Protein INVOLVED IN DE NOVO 2 {ECO:0000303|PubMed:19915591}	
TRINITY_DN3075_c1_g1_i1	.	.	
TRINITY_DN3075_c1_g1_i2	.	.	
TRINITY_DN3075_c2_g1_i1	HLB1_ARATH	Protein HLB1 {ECO:0000303|PubMed:26941089}	
TRINITY_DN3028_c0_g1_i1	SVR1_ARATH	Putative ribosomal large subunit pseudouridine synthase SVR1, chloroplastic {ECO:0000305}	
TRINITY_DN3008_c0_g1_i1	PTBP3_ARATH	Polypyrimidine tract-binding protein homolog 3	
TRINITY_DN3008_c0_g1_i2	PTBP3_ARATH	Polypyrimidine tract-binding protein homolog 3	6A
TRINITY_DN3008_c0_g1_i4	PTBP3_ARATH	Polypyrimidine tract-binding protein homolog 3	
TRINITY_DN3008_c1_g1_i11	RFA2A_ARATH	Replication protein A 32 kDa subunit A	
TRINITY_DN3008_c1_g1_i6	RFA2A_ARATH	Replication protein A 32 kDa subunit A	
TRINITY_DN3029_c0_g1_i6	ARID3_ARATH	AT-rich interactive domain-containing protein 3	
TRINITY_DN3089_c0_g1_i10	CVIF2_ARATH	Cell wall / vacuolar inhibitor of fructosidase 2	
TRINITY_DN3089_c0_g1_i7	CVIF2_ARATH	Cell wall / vacuolar inhibitor of fructosidase 2	
TRINITY_DN3022_c0_g1_i1	POT2_ARATH	Potassium transporter 2	6A
TRINITY_DN3022_c0_g1_i2	POT2_ARATH	Potassium transporter 2	
TRINITY_DN3022_c0_g1_i4	POT2_ARATH	Potassium transporter 2	
TRINITY_DN3055_c0_g1_i1	FB237_ARATH	F-box protein At4g18380	6W
TRINITY_DN3055_c0_g1_i2	FB237_ARATH	F-box protein At4g18380	6W
TRINITY_DN3057_c0_g1_i35	ERDL5_ARATH	Sugar transporter ERD6-like 5	
TRINITY_DN3020_c0_g1_i1	EMC1_CHICK	ER membrane protein complex subunit 1	6A
TRINITY_DN3053_c0_g1_i1	VA711_ARATH	Vesicle-associated membrane protein 711 {ECO:0000303|PubMed:11115874}	6A
TRINITY_DN3053_c0_g1_i11	PSAD_CUCSA	Photosystem I reaction center subunit II, chloroplastic	
TRINITY_DN3053_c0_g1_i12	PSAD_CUCSA	Photosystem I reaction center subunit II, chloroplastic	
TRINITY_DN3053_c0_g1_i3	PSAD_CUCSA	Photosystem I reaction center subunit II, chloroplastic	
TRINITY_DN3053_c0_g1_i7	PSAD_CUCSA	Photosystem I reaction center subunit II, chloroplastic	
TRINITY_DN3062_c0_g1_i1	XYL2_MEDSV	Beta-xylosidase/alpha-L-arabinofuranosidase 2 {ECO:0000303|PubMed:17615411, ECO:0000312|EMBL:ABQ45228.1}	
TRINITY_DN3062_c0_g1_i12	BXL1_ARATH	Beta-D-xylosidase 1	
TRINITY_DN3062_c0_g1_i17	BXL4_ARATH	Beta-D-xylosidase 4	
TRINITY_DN3062_c0_g1_i18	XYNB_PRUPE	Putative beta-D-xylosidase	
TRINITY_DN3062_c0_g1_i19	BXL1_ARATH	Beta-D-xylosidase 1	6A
TRINITY_DN3062_c0_g1_i4	BXL1_ARATH	Beta-D-xylosidase 1	
TRINITY_DN3062_c0_g1_i9	BXL1_ARATH	Beta-D-xylosidase 1	
TRINITY_DN3010_c0_g1_i15	ANTR6_ARATH	Probable anion transporter 6, chloroplastic	
TRINITY_DN3010_c0_g1_i16	ANTR6_ARATH	Probable anion transporter 6, chloroplastic	
TRINITY_DN3010_c0_g1_i2	ANTR6_ARATH	Probable anion transporter 6, chloroplastic	
TRINITY_DN3010_c0_g1_i5	ANTR6_ARATH	Probable anion transporter 6, chloroplastic	
TRINITY_DN3072_c0_g1_i7	NOP53_ARATH	Ribosome biogenesis protein NOP53 {ECO:0000305}	
TRINITY_DN3002_c0_g1_i2	FLA8_ARATH	Fasciclin-like arabinogalactan protein 8	
TRINITY_DN3002_c0_g1_i4	FLA8_ARATH	Fasciclin-like arabinogalactan protein 8	
TRINITY_DN3002_c0_g1_i6	FLA8_ARATH	Fasciclin-like arabinogalactan protein 8	
TRINITY_DN3002_c0_g1_i9	FLA8_ARATH	Fasciclin-like arabinogalactan protein 8	
TRINITY_DN3058_c0_g1_i1	.	.	
TRINITY_DN3058_c0_g1_i14	STR4A_ARATH	Rhodanese-like domain-containing protein 4A, chloroplastic	
TRINITY_DN3000_c0_g1_i14	DAT2D_SOYBN	Diacylglycerol O-acyltransferase 2D {ECO:0000305}	
TRINITY_DN3000_c0_g1_i17	DDPS6_ARATH	Dehydrodolichyl diphosphate synthase 6	
TRINITY_DN3000_c0_g1_i20	DDPS6_ARATH	Dehydrodolichyl diphosphate synthase 6	
TRINITY_DN3030_c0_g1_i1	.	.	
TRINITY_DN3030_c0_g1_i35	.	.	
TRINITY_DN3004_c0_g1_i1	CSCLA_ARATH	CSC1-like protein RXW8	6A
TRINITY_DN3004_c0_g1_i3	CSCLA_ARATH	CSC1-like protein RXW8	
TRINITY_DN3004_c0_g1_i4	CSCLA_ARATH	CSC1-like protein RXW8	
TRINITY_DN3004_c0_g1_i5	CSCLA_ARATH	CSC1-like protein RXW8	
TRINITY_DN3004_c0_g1_i7	CSCLA_ARATH	CSC1-like protein RXW8	
TRINITY_DN3095_c0_g1_i4	Y1063_ARATH	Inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630	
TRINITY_DN3095_c0_g1_i5	.	.	
TRINITY_DN3095_c0_g1_i7	Y1063_ARATH	Inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630	
TRINITY_DN3095_c0_g1_i8	Y1063_ARATH	Inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630	
TRINITY_DN3003_c0_g1_i10	PPDK_MESCR	Pyruvate, phosphate dikinase, chloroplastic	
TRINITY_DN3003_c0_g1_i13	PPDK_FLAPR	Pyruvate, phosphate dikinase, chloroplastic	
TRINITY_DN3003_c0_g1_i17	PPDK_MESCR	Pyruvate, phosphate dikinase, chloroplastic	
TRINITY_DN3003_c0_g1_i18	PPDK_MESCR	Pyruvate, phosphate dikinase, chloroplastic	
TRINITY_DN3003_c0_g1_i6	PPDK_MESCR	Pyruvate, phosphate dikinase, chloroplastic	
TRINITY_DN3003_c1_g1_i1	PPDK2_MAIZE	Pyruvate, phosphate dikinase 2 {ECO:0000303|PubMed:1668653}	
TRINITY_DN3023_c0_g1_i2	OML4_ORYSJ	Protein MEI2-like 4	
TRINITY_DN3093_c0_g1_i4	VA0D2_ARATH	V-type proton ATPase subunit d2	
TRINITY_DN3019_c0_g3_i1	APX2_ORYSJ	L-ascorbate peroxidase 2, cytosolic {ECO:0000305}	
TRINITY_DN3019_c0_g4_i1	APX1_ORYSJ	L-ascorbate peroxidase 1, cytosolic {ECO:0000305}	
TRINITY_DN3019_c0_g4_i2	APX1_ORYSJ	L-ascorbate peroxidase 1, cytosolic {ECO:0000305}	
TRINITY_DN3084_c0_g1_i9	TIC32_PEA	Short-chain dehydrogenase TIC 32, chloroplastic {ECO:0000303|PubMed:15180984}	
TRINITY_DN3012_c0_g1_i10	GPAT6_ARATH	Glycerol-3-phosphate 2-O-acyltransferase 6	
TRINITY_DN3012_c0_g1_i2	GPAT6_ARATH	Glycerol-3-phosphate 2-O-acyltransferase 6	
TRINITY_DN3012_c0_g1_i4	GPAT6_ARATH	Glycerol-3-phosphate 2-O-acyltransferase 6	
TRINITY_DN3070_c0_g2_i1	HSCB_ARATH	Iron-sulfur cluster co-chaperone protein HscB homolog {ECO:0000305}	
TRINITY_DN3081_c0_g1_i7	TLP3_ARATH	Tubby-like F-box protein 3	
TRINITY_DN3045_c1_g1_i5	NRPBB_ARATH	DNA-directed RNA polymerases II, IV and V subunit 11	
TRINITY_DN3045_c1_g1_i8	NRPBB_ARATH	DNA-directed RNA polymerases II, IV and V subunit 11	
